auction_number,accepted_amount_2nd_round,maturity_date,amount_to_central_bank,quantity_accepted_2nd_round,quantity_accepted,rate,auction_type,auction_date,accepted_amount,benchmark,quantity_tendered,bond_type,quantity_to_central_bank,settlement_date,total_amount_accepted,bond
311,918827151.23,2024-01-01,0.0,1099998.0,5500000,5.232,Venda,2020-06-10,4593202890.62,LTN 48 meses,5500000,LTN,0,2020-06-12,5512030041.85,LTN 2024-01
312,0.0,2027-01-01,0.0,0.0,22950,6.3999,Venda,2020-06-10,28180265.07,NTN-F 07 anos,50000,NTN-F,0,2020-06-12,28180265.07,NTN-F 2027-01
311,981647201.99,2021-04-01,0.0,1000000.0,5000000,2.3589,Venda,2020-06-10,4907780503.45,LTN 12 meses,5000000,LTN,0,2020-06-12,5889427705.44,LTN 2021-04
321,477184190.75,2020-10-01,0.0,479998.0,7000000,2.0889,Venda,2020-06-18,6958395494.0,LTN 06 meses,7000000,LTN,0,2020-06-19,7435579684.75,LTN 2020-10
323,50209783.39,2022-09-01,0.0,4718.0,213150,0.0266,Venda,2020-06-18,2268379680.54,LFT 2 anos,750000,LFT,0,2020-06-19,2318589463.93,LFT 2022-09
321,636205323.8,2022-04-01,0.0,675956.0,3500000,3.474,Venda,2020-06-18,3293730598.85,LTN 24 meses,3500000,LTN,0,2020-06-19,3929935922.65,LTN 2022-04
322,0.0,2027-01-01,0.0,0.0,65000,6.3759,Venda,2020-06-18,80027950.08,NTN-F 07 anos,100000,NTN-F,0,2020-06-19,80027950.08,NTN-F 2027-01
323,135799865.17,2026-03-01,0.0,12779.0,360650,0.0357,Venda,2020-06-18,3832555080.98,LFT 6 anos,750000,LFT,0,2020-06-19,3968354946.15,LFT 2026-03
322,0.0,2031-01-01,0.0,0.0,150000,7.1,Venda,2020-06-18,188026898.82,NTN-F 10 anos,150000,NTN-F,0,2020-06-19,188026898.82,NTN-F 2031-01
321,0.0,2024-01-01,0.0,0.0,5500000,5.212,Venda,2020-06-18,4601548519.76,LTN 48 meses,5500000,LTN,0,2020-06-19,4601548519.76,LTN 2024-01
331,163454793.69,2030-08-15,0.0,40035.0,185000,3.385,Venda,2020-06-23,755317518.4,NTN-B 10 anos,2000000,NTN-B,0,2020-06-24,918772312.09,NTN-B 2030-08
331,1392232324.65,2025-05-15,0.0,359949.0,1663000,2.2744,Venda,2020-06-23,6432251113.48,NTN-B 05 anos,2000000,NTN-B,0,2020-06-24,7824483438.129999,NTN-B 2025-05
331,0.0,2055-05-15,0.0,0.0,4000,4.32,Venda,2020-06-23,17181840.51,NTN-B 40 anos,100000,NTN-B,0,2020-06-24,17181840.51,NTN-B 2055-05
331,0.0,2040-08-15,0.0,0.0,11500,4.148,Venda,2020-06-23,48030633.04,NTN-B 20 anos,100000,NTN-B,0,2020-06-24,48030633.04,NTN-B 2040-08
345,37891037.13,2022-09-01,0.0,3559.0,200000,0.0274,Venda,2020-06-25,2129308071.6,LFT 2 anos,750000,LFT,0,2020-06-26,2167199108.73,LFT 2022-09
343,584684725.76,2024-01-01,0.0,699996.0,3500000,5.292,Venda,2020-06-25,2922842427.82,LTN 48 meses,3500000,LTN,0,2020-06-26,3507527153.58,LTN 2024-01
344,11672663.53,2031-01-01,0.0,9399.0,50000,7.26,Venda,2020-06-25,62077950.95,NTN-F 10 anos,50000,NTN-F,0,2020-06-26,73750614.48,NTN-F 2031-01
345,154420503.4,2026-03-01,0.0,14525.0,305650,0.0357,Venda,2020-06-25,3249475171.76,LFT 6 anos,750000,LFT,0,2020-06-26,3403895675.1600003,LFT 2026-03
343,1294171649.89,2021-04-01,0.0,1315996.0,6750000,2.2439,Venda,2020-06-25,6637477484.75,LTN 12 meses,7000000,LTN,0,2020-06-26,7931649134.64,LTN 2021-04
344,11490830.6,2027-01-01,0.0,9400.0,50000,6.555,Venda,2020-06-25,61105855.05,NTN-F 07 anos,50000,NTN-F,0,2020-06-26,72596685.64999999,NTN-F 2027-01
343,942127672.72,2022-04-01,0.0,999998.0,5000000,3.4549,Venda,2020-06-25,4710013329.95,LTN 24 meses,5000000,LTN,0,2020-06-26,5652141002.67,LTN 2022-04
357,551283100.57,2022-10-01,15158150337.0,599994.0,2601000,3.8699,Venda,2020-07-02,2389475697.9,LTN 24 meses,3000000,LTN,16500000,2020-07-03,2940758798.4700003,LTN 2022-10
358,35785875.09,2027-01-01,0.0,29995.0,150000,6.235,Venda,2020-07-02,178916027.85,NTN-F 07 anos,150000,NTN-F,0,2020-07-03,214701902.94,NTN-F 2027-01
357,1429938973.08,2024-01-01,0.0,1699993.0,8500000,5.1134,Venda,2020-07-02,7148295296.14,LTN 48 meses,8500000,LTN,0,2020-07-03,8578234269.22,LTN 2024-01
358,36830123.24,2031-01-01,9820742616.0,29994.0,150000,6.86,Venda,2020-07-02,184138924.08,NTN-F 10 anos,150000,NTN-F,8000000,2020-07-03,220969047.32,NTN-F 2031-01
359,1260953000.84,2026-09-01,0.0,118598.0,707000,0.0385,Venda,2020-07-02,7516937651.62,LFT 6 anos,1500000,LFT,0,2020-07-03,8777890652.46,LFT 2026-09
359,122467415.67,2023-03-01,0.0,11500.0,246750,0.0285,Venda,2020-07-02,2627724766.89,LFT 2 anos,1500000,LFT,0,2020-07-03,2750192182.56,LFT 2023-03
357,840680408.14,2021-04-01,0.0,854282.0,8000000,2.207,Venda,2020-07-02,7871943760.15,LTN 06 meses,8000000,LTN,0,2020-07-03,8712624168.289999,LTN 2021-04
365,2618719.37,2030-08-15,0.0,625.0,57300,3.08,Venda,2020-07-07,240084191.86,NTN-B 10 anos,1500000,NTN-B,0,2020-07-08,242702911.23,NTN-B 2030-08
365,0.0,2055-05-15,0.0,0.0,5650,4.02,Venda,2020-07-07,25592960.53,NTN-B 40 anos,100000,NTN-B,0,2020-07-08,25592960.53,NTN-B 2055-05
365,0.0,2040-08-15,0.0,0.0,94350,3.907,Venda,2020-07-07,407053522.83,NTN-B 20 anos,100000,NTN-B,0,2020-07-08,407053522.83,NTN-B 2040-08
365,0.0,2025-05-15,0.0,0.0,1442700,1.96,Venda,2020-07-07,5667437663.26,NTN-B 05 anos,1500000,NTN-B,0,2020-07-08,5667437663.26,NTN-B 2025-05
368,37100566.25,2031-01-01,0.0,29994.0,85000,6.76,Venda,2020-07-08,105111774.41,NTN-F 10 anos,150000,NTN-F,0,2020-07-09,142212340.66,NTN-F 2031-01
367,1490654708.31,2024-01-01,0.0,1776531.0,9000000,5.2099,Venda,2020-07-08,7550208685.88,LTN 48 meses,9000000,LTN,0,2020-07-09,9040863394.19,LTN 2024-01
369,0.0,2023-03-01,0.0,0.0,0,0.0,Venda,2020-07-08,0.0,LFT 2 anos,750000,LFT,0,2020-07-09,0.0,LFT 2023-03
367,0.0,2021-10-01,0.0,0.0,4700000,2.7839,Venda,2020-07-08,4544515757.8,LTN 12 meses,5000000,LTN,0,2020-07-09,4544515757.8,LTN 2021-10
367,87967063.5,2022-10-01,0.0,96023.0,2275000,4.025,Venda,2020-07-08,2083810769.12,LTN 24 meses,3000000,LTN,0,2020-07-09,2171777832.62,LTN 2022-10
369,0.0,2026-09-01,0.0,0.0,225850,0.0386,Venda,2020-07-08,2402086878.16,LFT 6 anos,750000,LFT,0,2020-07-09,2402086878.16,LFT 2026-09
368,0.0,2027-01-01,0.0,0.0,65400,6.19,Venda,2020-07-08,78262830.42,NTN-F 07 anos,150000,NTN-F,0,2020-07-09,78262830.42,NTN-F 2027-01
390,2165847728.01,2021-04-01,0.0,2199998.0,11000000,2.2698,Venda,2020-07-16,10828280421.8,LTN 06 meses,11000000,LTN,0,2020-07-17,12994128149.81,LTN 2021-04
390,1512126019.31,2024-01-01,0.0,1799987.0,8195000,5.212,Venda,2020-07-16,6883026178.29,LTN 48 meses,9000000,LTN,0,2020-07-17,8395152197.6,LTN 2024-01
392,526177715.51,2026-09-01,0.0,49447.0,547300,0.0386,Venda,2020-07-16,5823954207.76,LFT 6 anos,750000,LFT,0,2020-07-17,6350131923.27,LFT 2026-09
391,119878849.96,2027-01-01,0.0,99994.0,500000,6.1929,Venda,2020-07-16,599287263.1,NTN-F 07 anos,500000,NTN-F,0,2020-07-17,719166113.0600001,NTN-F 2027-01
391,0.0,2031-01-01,0.0,0.0,245300,6.83,Venda,2020-07-16,302657126.34,NTN-F 10 anos,500000,NTN-F,0,2020-07-17,302657126.34,NTN-F 2031-01
390,550113585.84,2022-10-01,0.0,599996.0,2350000,4.0288,Venda,2020-07-16,2154285772.42,LTN 24 meses,3000000,LTN,0,2020-07-17,2704399358.26,LTN 2022-10
392,141137518.68,2023-03-01,0.0,13242.0,155000,0.029,Venda,2020-07-16,1652040129.63,LFT 2 anos,750000,LFT,0,2020-07-17,1793177648.3100002,LFT 2023-03
396,0.0,2040-08-15,0.0,0.0,36200,3.701,Venda,2020-07-21,160698834.59,NTN-B 20 anos,100000,NTN-B,0,2020-07-22,160698834.59,NTN-B 2040-08
396,17250653.03,2030-08-15,0.0,4060.0,277000,2.934,Venda,2020-07-21,1176953421.35,NTN-B 10 anos,2000000,NTN-B,0,2020-07-22,1194204074.38,NTN-B 2030-08
396,0.0,2055-05-15,0.0,0.0,9500,3.8575,Venda,2020-07-21,44379606.72,NTN-B 40 anos,100000,NTN-B,0,2020-07-22,44379606.72,NTN-B 2055-05
396,641661107.76,2025-05-15,19830305954.65937,161788.0,1723000,1.79,Venda,2020-07-21,6833523430.34,NTN-B 05 anos,2000000,NTN-B,5000000,2020-07-22,7475184538.1,NTN-B 2025-05
404,551249462.14,2022-10-01,0.0,599995.0,3000000,3.9688,Venda,2020-07-23,2755840519.19,LTN 24 meses,3000000,LTN,0,2020-07-24,3307089981.33,LTN 2022-10
405,115976269.1,2031-01-01,0.0,94539.0,500000,6.93,Venda,2020-07-23,613211708.85,NTN-F 10 anos,500000,NTN-F,0,2020-07-24,729187977.95,NTN-F 2031-01
404,1548900770.4,2021-10-01,0.0,1599989.0,7350050,2.7989,Venda,2020-07-23,7114578372.72,LTN 12 meses,8000000,LTN,0,2020-07-24,8663479143.12,LTN 2021-10
404,1011220951.77,2024-01-01,0.0,1199990.0,6000000,5.1445,Venda,2020-07-23,5055135871.25,LTN 48 meses,6000000,LTN,0,2020-07-24,6066356823.02,LTN 2024-01
405,239009564.72,2027-01-01,0.0,199997.0,1000000,6.2878,Venda,2020-07-23,1194776740.23,NTN-F 07 anos,1000000,NTN-F,0,2020-07-24,1433786304.95,NTN-F 2027-01
406,0.0,2026-09-01,0.0,0.0,323350,0.0385,Venda,2020-07-23,3442337636.18,LFT 6 anos,750000,LFT,0,2020-07-24,3442337636.18,LFT 2026-09
406,0.0,2023-03-01,0.0,0.0,30000,0.0287,Venda,2020-07-23,319889173.41,LFT 2 anos,750000,LFT,0,2020-07-24,319889173.41,LFT 2023-03
410,3945584117.49,2021-04-01,0.0,3999989.0,20000000,2.1089,Venda,2020-07-30,19726345110.18,LTN 06 meses,20000000,LTN,0,2020-07-31,23671929227.67,LTN 2021-04
410,1020977601.26,2024-01-01,0.0,1199990.0,4872400,4.885,Venda,2020-07-30,4144750731.08,LTN 48 meses,6000000,LTN,0,2020-07-31,5165728332.34,LTN 2024-01
412,0.0,2026-09-01,0.0,0.0,326050,0.0393,Venda,2020-07-30,3472407610.23,LFT 6 anos,750000,LFT,0,2020-07-31,3472407610.23,LFT 2026-09
411,36314504.69,2027-01-01,0.0,29996.0,150000,6.0299,Venda,2020-07-30,181554091.74,NTN-F 07 anos,150000,NTN-F,0,2020-07-31,217868596.43,NTN-F 2027-01
412,0.0,2023-03-01,0.0,0.0,89100,0.029,Venda,2020-07-30,950470035.29,LFT 2 anos,750000,LFT,0,2020-07-31,950470035.29,LFT 2023-03
410,462586213.84,2022-10-01,0.0,499989.0,1950000,3.67,Venda,2020-07-30,1803867607.67,LTN 24 meses,2500000,LTN,0,2020-07-31,2266453821.51,LTN 2022-10
411,37365269.91,2031-01-01,0.0,29994.0,150000,6.71,Venda,2020-07-30,186814550.91,NTN-F 10 anos,150000,NTN-F,0,2020-07-31,224179820.82,NTN-F 2031-01
418,40019607.1,2025-05-15,0.0,10000.0,942000,1.6224,Venda,2020-08-04,3769846988.82,NTN-B 05 anos,1000000,NTN-B,0,2020-08-05,3809866595.92,NTN-B 2025-05
418,0.0,2040-08-15,0.0,0.0,12000,3.5,Venda,2020-08-04,54765768.16,NTN-B 20 anos,100000,NTN-B,0,2020-08-05,54765768.16,NTN-B 2040-08
418,0.0,2055-05-15,0.0,0.0,3000,3.72,Venda,2020-08-04,14390248.78,NTN-B 40 anos,100000,NTN-B,0,2020-08-05,14390248.78,NTN-B 2055-05
418,0.0,2030-08-15,0.0,0.0,58000,2.768,Venda,2020-08-04,250186601.91,NTN-B 10 anos,1000000,NTN-B,0,2020-08-05,250186601.91,NTN-B 2030-08
426,0.0,2024-01-01,0.0,0.0,3500000,4.8248,Venda,2020-08-06,2985624583.62,LTN 48 meses,3500000,LTN,0,2020-08-07,2985624583.62,LTN 2024-01
426,0.0,2021-10-01,0.0,0.0,4000000,2.4649,Venda,2020-08-06,3890114752.11,LTN 12 meses,4000000,LTN,0,2020-08-07,3890114752.11,LTN 2021-10
427,0.0,2031-01-01,0.0,0.0,300000,6.7789,Venda,2020-08-06,372525000.98,NTN-F 10 anos,300000,NTN-F,0,2020-08-07,372525000.98,NTN-F 2031-01
427,0.0,2027-01-01,0.0,0.0,40000,6.0399,Venda,2020-08-06,48466345.69,NTN-F 07 anos,300000,NTN-F,0,2020-08-07,48466345.69,NTN-F 2027-01
428,0.0,2026-09-01,0.0,0.0,41450,0.0399,Venda,2020-08-06,441609892.5,LFT 6 anos,500000,LFT,0,2020-08-07,441609892.5,LFT 2026-09
428,0.0,2023-03-01,0.0,0.0,41000,0.0298,Venda,2020-08-06,437539816.52,LFT 2 anos,500000,LFT,0,2020-08-07,437539816.52,LFT 2023-03
426,0.0,2022-10-01,0.0,0.0,1000000,3.605,Venda,2020-08-06,927000321.5,LTN 24 meses,1000000,LTN,0,2020-08-07,927000321.5,LTN 2022-10
437,141081312.51,2026-09-01,14921344531.515968,13237.0,262600,0.0399,Venda,2020-08-13,2798817909.71,LFT 6 anos,500000,LFT,1400000,2020-08-14,2939899222.2200003,LFT 2026-09
435,0.0,2022-10-01,13858657200.0,0.0,3500000,3.7998,Venda,2020-08-13,3233686679.37,LTN 24 meses,3500000,LTN,15000000,2020-08-14,3233686679.37,LTN 2022-10
436,0.0,2027-01-01,0.0,0.0,150000,6.4499,Venda,2020-08-13,178473346.13,NTN-F 07 anos,150000,NTN-F,0,2020-08-14,178473346.13,NTN-F 2027-01
436,0.0,2031-01-01,0.0,0.0,150000,7.13,Venda,2020-08-13,182232298.37,NTN-F 10 anos,150000,NTN-F,0,2020-08-14,182232298.37,NTN-F 2031-01
435,0.0,2021-04-01,0.0,0.0,30000000,2.0819,Venda,2020-08-13,29618188673.91,LTN 06 meses,30000000,LTN,0,2020-08-14,29618188673.91,LTN 2021-04
435,0.0,2024-01-01,0.0,0.0,5000000,5.135,Venda,2020-08-13,4225780185.76,LTN 48 meses,5000000,LTN,0,2020-08-14,4225780185.76,LTN 2024-01
437,0.0,2023-03-01,0.0,0.0,14050,0.0285,Venda,2020-08-13,149999131.51,LFT 2 anos,500000,LFT,0,2020-08-14,149999131.51,LFT 2023-03
444,0.0,2055-05-15,0.0,0.0,34500,3.96,Venda,2020-08-18,159283283.22,NTN-B 40 anos,150000,NTN-B,0,2020-08-19,159283283.22,NTN-B 2055-05
444,1007406387.78,2025-05-15,0.0,253363.0,921350,1.8258,Venda,2020-08-18,3663415240.12,NTN-B 05 anos,1500000,NTN-B,0,2020-08-19,4670821627.9,NTN-B 2025-05
444,130486127.57,2030-08-15,0.0,31619.0,115000,3.075,Venda,2020-08-18,474585049.34,NTN-B 10 anos,1500000,NTN-B,0,2020-08-19,605071176.91,NTN-B 2030-08
444,0.0,2040-08-15,0.0,0.0,26900,3.75,Venda,2020-08-18,116717587.75,NTN-B 20 anos,150000,NTN-B,0,2020-08-19,116717587.75,NTN-B 2040-08
447,251395475.99,2024-01-01,0.0,299997.0,1500000,5.4449,Venda,2020-08-20,1256723100.98,LTN 48 meses,1500000,LTN,0,2020-08-21,1508118576.97,LTN 2024-01
447,971617494.12,2021-10-01,0.0,999997.0,5000000,2.6588,Venda,2020-08-20,4857597286.05,LTN 12 meses,5000000,LTN,0,2020-08-21,5829214780.17,LTN 2021-10
447,368282638.46,2022-10-01,0.0,399999.0,2000000,4.0159,Venda,2020-08-20,1841128349.45,LTN 24 meses,2000000,LTN,0,2020-08-21,2209410987.91,LTN 2022-10
448,11897277.82,2031-01-01,0.0,10000.0,50000,7.4799,Venda,2020-08-20,59469307.41,NTN-F 10 anos,50000,NTN-F,0,2020-08-21,71366585.22999999,NTN-F 2031-01
449,809989703.94,2026-09-01,0.0,75971.0,620350,0.0404,Venda,2020-08-20,6614064746.65,LFT 6 anos,750000,LFT,0,2020-08-21,7424054450.59,LFT 2026-09
449,0.0,2023-03-01,0.0,0.0,3050,0.0289,Venda,2020-08-20,32574055.58,LFT 2 anos,750000,LFT,0,2020-08-21,32574055.58,LFT 2023-03
448,11722510.63,2027-01-01,0.0,10000.0,50000,6.7999,Venda,2020-08-20,58597241.84,NTN-F 07 anos,50000,NTN-F,0,2020-08-21,70319752.47,NTN-F 2027-01
464,35274815.33,2027-01-01,0.0,29999.0,150000,6.7649,Venda,2020-08-27,176333709.96,NTN-F 07 anos,150000,NTN-F,0,2020-08-28,211608525.29,NTN-F 2027-01
464,71923604.66,2031-01-01,0.0,59999.0,300000,7.383,Venda,2020-08-27,359520150.45,NTN-F 10 anos,300000,NTN-F,0,2020-08-28,431443755.11,NTN-F 2031-01
463,2961994228.3,2021-04-01,0.0,2999995.0,15000000,2.233,Venda,2020-08-27,14808699373.85,LTN 06 meses,15000000,LTN,0,2020-08-28,17770693602.15,LTN 2021-04
465,82452416.41,2026-09-01,0.0,7731.0,158450,0.0416,Venda,2020-08-27,1689895923.21,LFT 6 anos,500000,LFT,0,2020-08-28,1772348339.62,LFT 2026-09
465,0.0,2023-03-01,0.0,0.0,150300,0.0286,Venda,2020-08-27,1605830398.09,LFT 2 anos,500000,LFT,0,2020-08-28,1605830398.09,LFT 2023-03
463,837790576.57,2024-01-01,0.0,999997.0,5000000,5.4938,Venda,2020-08-27,4188074879.84,LTN 48 meses,5000000,LTN,0,2020-08-28,5025865456.41,LTN 2024-01
463,460336150.42,2022-10-01,0.0,500000.0,2500000,4.0549,Venda,2020-08-27,2301317181.71,LTN 24 meses,2500000,LTN,0,2020-08-28,2761653332.13,LTN 2022-10
471,94172231.41,2030-08-15,0.0,22707.0,155000,3.04,Venda,2020-09-01,642828020.99,NTN-B 10 anos,1750000,NTN-B,0,2020-09-02,737000252.4,NTN-B 2030-08
471,485539673.19,2025-05-15,0.0,122016.0,1595000,1.85,Venda,2020-09-01,6347001858.45,NTN-B 05 anos,1750000,NTN-B,0,2020-09-02,6832541531.639999,NTN-B 2025-05
471,0.0,2055-05-15,0.0,0.0,53000,4.049,Venda,2020-09-01,241701037.69,NTN-B 40 anos,150000,NTN-B,0,2020-09-02,241701037.69,NTN-B 2055-05
471,0.0,2040-08-15,0.0,0.0,11600,3.778,Venda,2020-09-01,50282840.99,NTN-B 20 anos,150000,NTN-B,0,2020-09-02,50282840.99,NTN-B 2040-08
478,2533350016.62,2024-01-01,0.0,2999997.0,15000000,5.267,Venda,2020-09-03,12664160847.08,LTN 48 meses,15000000,LTN,0,2020-09-04,15197510863.7,LTN 2024-01
479,35785218.98,2027-01-01,0.0,29998.0,150000,6.4749,Venda,2020-09-03,178893322.59,NTN-F 07 anos,150000,NTN-F,0,2020-09-04,214678541.57,NTN-F 2027-01
478,2307560481.22,2021-10-01,0.0,2372569.0,12000000,2.6589,Venda,2020-09-03,11669977958.65,LTN 12 meses,12000000,LTN,0,2020-09-04,13977538439.87,LTN 2021-10
480,0.0,2023-03-01,14962882483.535831,0.0,26200,0.0303,Venda,2020-09-03,280019657.88,LFT 2 anos,500000,LFT,1400000,2020-09-04,280019657.88,LFT 2023-03
478,600244082.54,2022-10-01,0.0,649503.0,3500000,3.91,Venda,2020-09-03,3234063499.11,LTN 24 meses,3500000,LTN,0,2020-09-04,3834307581.65,LTN 2022-10
480,0.0,2026-09-01,10668980709.43143,0.0,181150,0.042,Venda,2020-09-03,1932685855.32,LFT 6 anos,500000,LFT,1000000,2020-09-04,1932685855.32,LFT 2026-09
479,73471399.31,2031-01-01,11017859769.0,59999.0,150000,7.0849,Venda,2020-09-03,183630996.19,NTN-F 10 anos,300000,NTN-F,9000000,2020-09-04,257102395.5,NTN-F 2031-01
492,0.0,2024-01-01,0.0,0.0,16663600,5.4288,Venda,2020-09-10,14012909462.18,LTN 48 meses,20000000,LTN,0,2020-09-11,14012909462.18,LTN 2024-01
492,0.0,2022-10-01,0.0,0.0,3000000,3.9949,Venda,2020-09-10,2768919023.4,LTN 24 meses,3000000,LTN,0,2020-09-11,2768919023.4,LTN 2022-10
494,51964572.33,2026-09-01,0.0,4872.0,216450,0.0519,Venda,2020-09-10,2308647717.66,LFT 6 anos,500000,LFT,0,2020-09-11,2360612289.99,LFT 2026-09
494,0.0,2023-03-01,0.0,0.0,50100,0.0331,Venda,2020-09-10,535582051.35,LFT 2 anos,500000,LFT,0,2020-09-11,535582051.35,LFT 2023-03
493,0.0,2027-01-01,0.0,0.0,1000000,6.6049,Venda,2020-09-10,1187337404.62,NTN-F 07 anos,1000000,NTN-F,0,2020-09-11,1187337404.62,NTN-F 2027-01
492,3134619667.04,2021-04-01,0.0,3171911.0,20000000,2.205,Venda,2020-09-10,19763152177.47,LTN 06 meses,20000000,LTN,0,2020-09-11,22897771844.51,LTN 2021-04
493,0.0,2031-01-01,0.0,0.0,500000,7.264,Venda,2020-09-10,605430781.84,NTN-F 10 anos,500000,NTN-F,0,2020-09-11,605430781.84,NTN-F 2031-01
496,18698742.44,2030-08-15,0.0,4536.0,58000,3.15,Venda,2020-09-15,239093267.91,NTN-B 10 anos,750000,NTN-B,0,2020-09-16,257792010.35,NTN-B 2030-08
496,0.0,2055-05-15,0.0,0.0,3200,4.1,Venda,2020-09-15,14508899.4,NTN-B 40 anos,100000,NTN-B,0,2020-09-16,14508899.4,NTN-B 2055-05
496,0.0,2040-08-15,0.0,0.0,28950,3.868,Venda,2020-09-15,124416976.94,NTN-B 20 anos,100000,NTN-B,0,2020-09-16,124416976.94,NTN-B 2040-08
496,477295385.17,2025-05-15,0.0,119618.0,476000,1.83,Venda,2020-09-15,1899317856.46,NTN-B 05 anos,750000,NTN-B,0,2020-09-16,2376613241.63,NTN-B 2025-05
500,0.0,2024-01-01,0.0,0.0,3000000,5.518,Venda,2020-09-17,2517769120.27,LTN 48 meses,3000000,LTN,0,2020-09-18,2517769120.27,LTN 2024-01
502,0.0,2026-09-01,0.0,0.0,88500,0.096,Venda,2020-09-17,941832283.67,LFT 6 anos,500000,LFT,0,2020-09-18,941832283.67,LFT 2026-09
502,0.0,2023-03-01,0.0,0.0,2000,0.0601,Venda,2020-09-17,21374635.7,LFT 2 anos,500000,LFT,0,2020-09-18,21374635.7,LFT 2023-03
501,0.0,2027-01-01,0.0,0.0,500000,6.7799,Venda,2020-09-17,589489165.9,NTN-F 07 anos,500000,NTN-F,0,2020-09-18,589489165.9,NTN-F 2027-01
500,0.0,2022-10-01,0.0,0.0,1500000,4.0579,Venda,2020-09-17,1383754373.99,LTN 24 meses,1500000,LTN,0,2020-09-18,1383754373.99,LTN 2022-10
500,0.0,2021-10-01,0.0,0.0,15000000,2.6724,Venda,2020-09-17,14598516377.82,LTN 12 meses,15000000,LTN,0,2020-09-18,14598516377.82,LTN 2021-10
501,0.0,2031-01-01,0.0,0.0,150000,7.44,Venda,2020-09-17,179982421.66,NTN-F 10 anos,150000,NTN-F,0,2020-09-18,179982421.66,NTN-F 2031-01
512,35645521.11,2031-01-01,10096957849.0,29999.0,150000,7.6199,Venda,2020-09-24,178181609.05,NTN-F 10 anos,150000,NTN-F,8500000,2020-09-25,213827130.16000003,NTN-F 2031-01
513,0.0,2023-03-01,0.0,0.0,0,0.0,Venda,2020-09-24,0.0,LFT 2 anos,100000,LFT,0,2020-09-25,0.0,LFT 2023-03
513,0.0,2026-09-01,10630386945.47871,0.0,9750,0.1214,Venda,2020-09-24,103646272.7,LFT 6 anos,100000,LFT,1000000,2020-09-25,103646272.7,LFT 2026-09
512,233926062.54,2027-01-01,0.0,200000.0,1000000,6.99,Venda,2020-09-24,1169317078.35,NTN-F 07 anos,1000000,NTN-F,0,2020-09-25,1403243140.89,NTN-F 2027-01
511,5934424191.68,2021-04-01,0.0,5999996.0,30000000,2.2079,Venda,2020-09-24,29669571044.5,LTN 06 meses,30000000,LTN,0,2020-09-25,35603995236.18,LTN 2021-04
511,367986732.72,2022-10-01,0.0,400000.0,1814300,4.2499,Venda,2020-09-24,1668819914.19,LTN 24 meses,2000000,LTN,0,2020-09-25,2036806646.91,LTN 2022-10
511,333127847.17,2024-01-01,19983188592.0,399999.0,2000000,5.8079,Venda,2020-09-24,1665265715.95,LTN 48 meses,2000000,LTN,24000000,2020-09-25,1998393563.12,LTN 2024-01
519,0.0,2055-05-15,0.0,0.0,48900,4.35,Venda,2020-09-29,213668684.31,NTN-B 40 anos,50000,NTN-B,0,2020-09-30,213668684.31,NTN-B 2055-05
519,0.0,2040-08-15,0.0,0.0,1100,4.15,Venda,2020-09-29,4584255.68,NTN-B 20 anos,50000,NTN-B,0,2020-09-30,4584255.68,NTN-B 2040-08
519,14518480.53,2030-08-15,0.0,3608.0,38000,3.518,Venda,2020-09-29,152910826.1,NTN-B 10 anos,150000,NTN-B,0,2020-09-30,167429306.63,NTN-B 2030-08
519,0.0,2025-05-15,0.0,0.0,112000,2.32,Venda,2020-09-29,439624696.22,NTN-B 05 anos,150000,NTN-B,0,2020-09-30,439624696.22,NTN-B 2025-05
523,139394160.96,2027-01-01,0.0,120000.0,1500000,7.17,Venda,2020-10-01,1741943350.5,NTN-F 07 anos,1500000,NTN-F,0,2020-10-02,1881337511.46,NTN-F 2027-01
523,0.0,2031-01-01,10004234145.5,0.0,230000,7.7999,Venda,2020-10-01,270702806.18,NTN-F 10 anos,500000,NTN-F,8500000,2020-10-02,270702806.18,NTN-F 2031-01
522,0.0,2022-10-01,10072834222.0,0.0,2503200,4.5299,Venda,2020-10-01,2292210784.84,LTN 24 meses,4000000,LTN,11000000,2020-10-02,2292210784.84,LTN 2022-10
524,0.0,2023-03-01,0.0,0.0,0,0.0,Venda,2020-10-01,0.0,LFT 2 anos,100000,LFT,0,2020-10-02,0.0,LFT 2023-03
522,0.0,2024-01-01,9907890552.0,0.0,6000000,6.1249,Venda,2020-10-01,4953945273.99,LTN 48 meses,6000000,LTN,12000000,2020-10-02,4953945273.99,LTN 2024-01
522,0.0,2021-10-01,0.0,0.0,12000000,2.9467,Venda,2020-10-01,11659948745.94,LTN 12 meses,12000000,LTN,0,2020-10-02,11659948745.94,LTN 2021-10
524,0.0,2027-03-01,10513409149.148085,0.0,100000,0.2921,Venda,2020-10-01,1051340914.89,LFT 6 anos,100000,LFT,1000000,2020-10-02,1051340914.89,LFT 2027-03
533,16924365.15,2023-03-01,0.0,1590.0,26500,0.2789,Venda,2020-10-08,282072752.99,LFT 2 anos,100000,LFT,0,2020-10-09,298997118.14,LFT 2023-03
531,578049161.09,2024-01-01,4954240422.0,699900.0,3500000,6.1749,Venda,2020-10-08,2889973579.55,LTN 48 meses,3500000,LTN,6000000,2020-10-09,3468022740.6400003,LTN 2024-01
